fname,Electronic,Experimental,Folk,Hip-Hop,Instrumental,International,Pop,Rock,y_pred,preview_url,picture
Ryuichi Sakamoto_fullmoon.wav,0.043181185,0.126851439,0.193348065,0.19275318100000002,0.059225745,0.132140636,0.140249446,0.112250373,Folk,https://p.scdn.co/mp3-preview/0a2ce05e65e7d814e4a9e7e7755c9c1c693894ee?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273da57ffa4e36080f4c249fd52
Ryuichi Sakamoto_garden.wav,0.014568702,0.6212470529999999,0.172963098,0.057722602000000005,0.00011405700000000001,0.05759849400000001,0.038872231,0.036914025,Experimental,https://p.scdn.co/mp3-preview/26d33f999468be10fabea3db8eda48981c44f2eb?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2736d2f0ba731ae634b817615de
Ryuichi Sakamoto_solari.wav,0.017352521,0.22799909100000001,0.40062740399999996,0.129829153,0.004210392,0.023663471000000002,0.125744343,0.070573546,Folk,https://p.scdn.co/mp3-preview/6a5563cf04135f4b4c73917bc176a1c6a4f47310?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273da57ffa4e36080f4c249fd52
"Sergei Rachmaninoff_Rhapsody On a Theme of Paganini, Op. 43  V. Variation XVIII.wav",0.023933556,0.197290212,0.19486725300000002,0.080505915,0.12163060199999999,0.199491575,0.11583034699999999,0.06645050599999999,International,https://p.scdn.co/mp3-preview/357394e6098d639a634ea4e2ed452de29102cf32?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273b798b6bff0df20daed0f340b
Shakira_Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song].wav,0.129347295,0.08556084300000001,0.064959086,0.308930248,0.014144385,0.09856645800000001,0.168563187,0.129928544,Hip-Hop,https://p.scdn.co/mp3-preview/f01830f7be6c8b654d44c8f7a1f1d06756ab920f?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273752d2becbb91841a31c556b8
Sia_Cheap Thrills.wav,0.22157691399999999,0.066136315,0.062416729000000004,0.149591327,0.007948291,0.11413110800000001,0.171094015,0.20710535300000002,Electronic,https://p.scdn.co/mp3-preview/88816b2040a092aa99d5b0e42945d79dc5027c1a?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27349e0134c686547c28b7c999f
T-Pain_Take Your Shirt Off.wav,0.161171913,0.18676506,0.033531569,0.22222344600000002,0.0028594959999999996,0.097677767,0.084893875,0.21087701600000003,Hip-Hop,https://p.scdn.co/mp3-preview/9b74f5559708bef955f720ae41f595dcb8012af3?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b52032503e9d591f89c1042
The Chainsmokers_Closer (feat. Halsey).wav,0.128164798,0.071164176,0.071354412,0.289482087,0.019682959,0.116597295,0.16207774,0.141476348,Hip-Hop,https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453
The Chainsmokers_Don't Let Me Down.wav,0.234375328,0.045798279000000004,0.076408811,0.152656719,0.00882547,0.059845435999999995,0.149518505,0.272571534,Rock,https://p.scdn.co/mp3-preview/4f410d4293b502e25df3e782c443d1745382c3da?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30
The Chainsmokers_Something Just Like This.wav,0.319768578,0.031905621,0.076903388,0.14860066800000002,0.027510872000000002,0.128035605,0.157456905,0.10981860000000002,Electronic,https://p.scdn.co/mp3-preview/cb1ae1f9e2f874dd2d19e4c29edb552777eb1e7a?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94
The Clash_London Calling - Remastered.wav,0.066590756,0.09002953,0.14662914,0.150464877,0.01519507,0.098382249,0.127484545,0.305223852,Rock,https://p.scdn.co/mp3-preview/cab17680a55cff3339dec569c52b079efda6daad?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273cd9d8bc9ef04014b6e90e182
The Doors_Riders on the Storm.wav,0.08920964599999999,0.06402572200000001,0.06447583400000001,0.20755612899999998,0.017946726,0.208177239,0.19353890399999998,0.155069649,International,https://p.scdn.co/mp3-preview/3caccf01f5b9bdedbbc308568f1db7a5631ff5b9?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27382e0d5e0e21780bfa43d2ba8
The Doors_Roadhouse Blues.wav,0.03880205,0.038365964,0.077146739,0.130715445,0.028699988,0.11211176199999999,0.105867244,0.468290776,Rock,https://p.scdn.co/mp3-preview/ce4e9952e1519b9fe6c858b085fbe79077ec9dfb?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734ed63cae41138c76c4b25655
The Necks_Rise.wav,0.10280261199999999,0.094572268,0.110581845,0.30846762699999997,0.007797317,0.08031682700000001,0.23723007699999998,0.058231525,Hip-Hop,https://p.scdn.co/mp3-preview/fda1433b5ea0a44e7cf87d7e2c7059665fb1aa38?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27360780417927956ef153a8f23
The Prodigy_Breathe.wav,0.6132583620000001,0.012668809,0.001979882,0.075421527,0.011918306000000002,0.039350953,0.156584606,0.08881747699999999,Electronic,https://p.scdn.co/mp3-preview/ad379d31660d6969e9c88480c6a660facde0c673?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273c2500c4201de5914e99dfffa
The Prodigy_Firestarter.wav,0.42099753,0.040512732999999995,0.015783093999999998,0.121314801,0.011385402,0.032164807999999996,0.185674489,0.172167003,Electronic,https://p.scdn.co/mp3-preview/e5433f3f7d888f6a8b917cf164a64751e34a1a47?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273c2500c4201de5914e99dfffa
The Prodigy_Omen.wav,0.438424259,0.046211794,0.005268229,0.122624964,0.022260476,0.05554096,0.214669928,0.09499947,Electronic,https://p.scdn.co/mp3-preview/6ff97eec1f1579a768a35287a55c24b634636847?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273bce53a924b756cbaf8aa245c
The Red Army Choir_Katioucha.wav,0.0211678,0.18867315399999998,0.23120252800000002,0.06315600099999999,0.064714544,0.24679856,0.13893897800000002,0.045348346,International,https://p.scdn.co/mp3-preview/ace1fb70d97c659728944ad31c2d2812e83245ba?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27340e5df7f05f233d4b938edff
TOOL_Lateralus.wav,0.12015617599999999,0.043377832000000005,0.037687507,0.120970748,0.02500272,0.09664939300000001,0.135014623,0.421140939,Rock,https://p.scdn.co/mp3-preview/4ad4447026761e5c467d92f46ae2f98e0b283699?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273ca41a947c13b78749c4953b1
TOOL_Mantra.wav,0.007530016,0.08994260400000001,0.377683163,0.02072696,0.138364807,0.06820172099999999,0.079721883,0.21782878,Folk,https://p.scdn.co/mp3-preview/846f6cf3429438fa6cd7c0fa2f8dc980869abf09?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273ca41a947c13b78749c4953b1
"Train_Hey, Soul Sister.wav",0.071319669,0.197464392,0.140759915,0.212910905,0.00325431,0.034911577,0.18446859699999998,0.154910535,Hip-Hop,https://p.scdn.co/mp3-preview/29d3d8f13d8e96237d765dd61ecd0aa323776a31?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2736ff8bc258e3ebc835ffe14ca
Trampled by Turtles_Alone.wav,0.011320815,0.218325555,0.315293193,0.045297671,0.000734733,0.030189069,0.11602169300000001,0.262817293,Folk,https://p.scdn.co/mp3-preview/638481d1181ee2958e66b744de9b89b34f61b0c0?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27385da9595bf28354b8b1e77f1
Tuvan National Orchestra_Tyva Men.wav,0.027424597999999998,0.050138444000000004,0.104462303,0.078632466,0.111694001,0.255943775,0.103613369,0.268090993,Rock,https://p.scdn.co/mp3-preview/694da017aba9b864f2a4792b1659ceb33fadcbd9?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273441aa5a1e2e5a290b33e3c3b
Tycho_Melanine.wav,0.146181569,0.208652377,0.288414359,0.07724289599999999,0.010599135,0.084032618,0.09632339300000001,0.088553458,Folk,https://p.scdn.co/mp3-preview/c26db07b2ad95c2c16c717e53e8ff72dbe10dd22?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2736ce6bb858321ae9bbd66d7a2
Týr_Turið Torkilsdóttir.wav,0.09016943,0.00570423,0.018979753999999998,0.009048813000000001,4.46e-05,0.036616087,0.218689367,0.620747805,Rock,https://p.scdn.co/mp3-preview/0af539356633bd3ff032cd1b855b14202dd5f426?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2735b09f773b88452177fd2abbf
Visible Cloaks_Bloodstream.wav,0.036656722,0.072797939,0.22632505,0.130599394,0.026157644,0.177388832,0.224556118,0.10551848300000001,Folk,https://p.scdn.co/mp3-preview/948556c387fcc66dec7a7096674551920fdd2730?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273cd94f3749890727f3c96156c
Wardruna_Odal.wav,0.07574955400000001,0.135999814,0.189091578,0.09017100199999999,0.028368585,0.043282453,0.19065535100000003,0.24668157100000002,Rock,https://p.scdn.co/mp3-preview/7f2c4773bd7995ebcd5181c10c9d337d1cc94afe?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273b18833c7354dab85dc5c7099
Wardruna_Tyr.wav,0.007603026999999999,0.155617073,0.160838798,0.058953844000000005,0.005242137,0.049469963,0.139937595,0.42233765100000004,Rock,https://p.scdn.co/mp3-preview/fd8ec1e447cbce17021421e3498708d7e04ebc17?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273b18833c7354dab85dc5c7099
Wham!_Wake Me up Before You Go-Go.wav,0.044047265999999995,0.07086578,0.089976266,0.240490302,0.017751882,0.181151628,0.20874626899999998,0.146970615,Hip-Hop,https://p.scdn.co/mp3-preview/d1c143357d86d1736806ed7404b71a44feb8451d?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273a2fc41b0dd6ce4f0d16a4c46
Will Smith_Gettin' Jiggy Wit It.wav,0.09745144800000001,0.039374407,0.029376357999999998,0.52129209,0.026714761,0.084791437,0.123418905,0.077580541,Hip-Hop,https://p.scdn.co/mp3-preview/46576be464f8b45bf713700b0fc72de76ee74f9c?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273ddf2f9edabd166c60047e3c4
Wiz Khalifa_See You Again (feat. Charlie Puth).wav,0.24396278,0.053232398,0.049658887,0.375697434,0.0035100390000000004,0.076177053,0.09093757,0.106823809,Hip-Hop,https://p.scdn.co/mp3-preview/590bd9bcd6271980f996a447d6e7b0b651cc3dc5?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8
Worakls_Nocturne.wav,0.11943018400000001,0.047424997999999996,0.043393303,0.10257107800000001,0.101969354,0.143902645,0.088106222,0.353202313,Rock,https://p.scdn.co/mp3-preview/2136d9ae07c9f18ccdc9ac3a473c27c71568180b?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273956b1c265311e7b01794ef0b
Worakls_Salzburg.wav,0.202191323,0.050419588,0.033276971,0.256274223,0.000979205,0.055490028,0.133886948,0.26748174399999997,Rock,https://p.scdn.co/mp3-preview/a8594e81712ca52e9f8ff308fe197fd47757cf06?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273956b1c265311e7b01794ef0b
Wu-Tang Clan_C.R.E.A.M. (Cash Rules Everything Around Me) - Radio Edit.wav,0.06879048,0.100928709,0.09892641,0.351155072,0.0066336680000000006,0.162091926,0.117961615,0.093512192,Hip-Hop,https://p.scdn.co/mp3-preview/a976f94523b9849a4821b6736469db9a36763147?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273ac00421556783c6bc3b8f704
xxyyxx_About You.wav,0.260181606,0.037026905,0.042378057000000004,0.17395848,0.0008828110000000001,0.012190088,0.32563749,0.147744596,Pop,https://p.scdn.co/mp3-preview/94f6f68ab097e393c80c3090ba6b9131b9de773f?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2732487ef768ee700b7bc6274e3
xxyyxx_Red.wav,0.14157477,0.11301186699999999,0.202309445,0.235744759,0.008704436999999999,0.061662897,0.11275435199999999,0.12423747,Hip-Hop,https://p.scdn.co/mp3-preview/62ee5db1f0c43bc848d86c64a772a0d0e7c81848?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273c8a7cf5a79203f56bdef6ac2
Youngbloodz_Chop Chop.wav,0.134139389,0.047074091,0.014264678000000001,0.5900303720000001,0.005478156999999999,0.060545400000000006,0.091612816,0.056854829,Hip-Hop,https://p.scdn.co/mp3-preview/23b0c93a03aa8416744c6760d74053df1ce23dc8?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273861700e2473ba1ccd9836dfe
ΛΛ4Я4ZΛΛ_Dove.wav,0.11213798800000001,0.024948012000000002,0.039948564,0.16797374199999998,0.008784226,0.041246958,0.238834634,0.366126031,Rock,https://p.scdn.co/mp3-preview/79e75fc5134772b9e107d94a07e12c88c006168c?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273621e113a4005185981d75a9e
